title,artist,duration,album
Alif Allah Chambay Di Booti,Sain Zahoor Ahmed,,"Dil Da Kaba, Vol. 11"
ALIVE,ClariS,3:38,ALIVE
Alive,Mashiro Ayano,,Alive
AliVe,AliA,,AliVe
"ALIVE (From ""Lycoris Recoil"" - Piano Version)",Ru's Piano,,"Ru's Piano Anime Collection, Vol. 4"
"ALIVE (From ""Lycoris Recoil"") (English) (feat. Velo S)",Mewsic,,Lycoris Recoil: Cover Collection
"ALIVE (From ""THE FIRST TAKE"")",ClariS,,"ALIVE (From ""THE FIRST TAKE"")"
ALIVE (LycoReco Version),ClariS,2:47,ALIVE (LycoReco Version)
ALIVE (Lycoris Recoil opening theme) (feat. Miree),RUKI,,ALIVE (Lycoris Recoil opening theme)
ALIVE -Instrumental-,ClariS,,ALIVE
All Alone with You,EGOIST,,All Alone With You
All Around The World (La La La),R3hab,,All Around The World (La La La)
ALL BLACK,Raftaar,,ALL BLACK
All Black - Slowed,VENACE & KIRO,,All Black
All Eyes On Them,OTP,,All Eyes On Them
All Eyes On Us (feat. Paõla),BLMD,,All Eyes On Us
All Falls Down (feat. Juliander),Alan Walker,,All Falls Down
All Good Things (Come To An End),DJ Traytex,,All Good Things (Come To An End)
All Good Things (Come to an End),Nelly Furtado,,All Good Things (Come to an End)
all i do,skyfall beats,,all i do
All I Want,JayB Singh,,All I Want
All My Mistakes,Elvis Drew,,All My Mistakes
All Night (Live),Shinda Kahlon,,Two Hearts Never Break The Same
all night long,Dazegxd,,all night long
All of Me,John Legend,,Love In The Future (Expanded Edition)
All of the Stars,Ed Sheeran,,x (10th Anniversary Edition)
All The Things She Said,t.A.T.u.,,200 KM/H In The Wrong Lane (10th Anniversary Edition)
All Too Well (10 Minute Version) [Taylor's Version] [From The Vault],Taylor Swift,,Red (Taylor's Version)
All We Know (feat. Phoebe Ryan),The Chainsmokers,,Collage
All You,RealestK,,All You
All You Need,Midnight Blu,,All You Need
Allah Allah Hoo,Sain Zahoor Ahmed,,"Allah Allah Bol Bandia, Vol. 1"
Allah De Bandeya,B Praak,,Zohrajabeen
Allah Hafiz,K.K.,,Bhool Bhulaiyaa
Allah Hoo,Nusrat Fateh Ali Khan,,Allah Hoo
Allah Jane Way Mahi,Nazeer Ejaz Faridi,,Allah Jane Way Mahi
Allah Maaf Kare,Sonu Nigam,,Desi Boyz
Alone,Alan Walker,2:42,Alone
Alone,Marshmello,,Alone
Alone,Mia Love,,100% Top 40 Hits 17
"Alone, Pt. II",Ava Max,,World Of Walker
Alors Alors,Benzz,,Alors Alors
Alpha's Goodbye,King,,Alpha's Goodbye
Alvida,KALAM INK,,Alvida
Alvida,Vishal Mishra,,Aankhon Ki Gustaakhiyan (Original Motion Picture Soundtrack)
Alvida,Ayush Panda,,Alvida
ALWAYS BEEN YOU,Chris Grey,,ALWAYS BEEN YOU
Am I Wrong,Nico & Vinz,,Black Star Elephant
AM11:00,Takahashi Rie,,AM11:00
Amad-e-Mustafa (Complete Original Version),Rahat Fateh Ali Khan,,Amad-e-Mustafa (Complete Original Version)
"Amar Akbar Anthony (From ""Amar Akbar Anthony"")","Kishore Kumar, Lata Mangeshkar, Papon, Shreya Ghoshal",,Amar Akbar Anthony (Original Motion Picture Soundtrack)
Amar Dehokhan (Official),Odd Signature,,Amar Dehokhan (Official)
"Ambar : Parmish Verma Ft Wamiqa Gabbi, Sukhan Verma & Singhjeet (feat. Sukhan Verma, Singhjeet & Wamiqa Gabbi)","Parmish Verma, Sukhan Verma, Singhjeet, and Nik D Gill",,"Ambar (From ""Tabaah"")"
Ambar Dream,Wazir Patar,,My Name Is Street
Ambarsaria,Navaan Sandhu,,Ambarsaria
Ambarsaria,Navaan Sandhu,,The Finest
AMBARSARIYA,"SONA MOHAPATRA, RAM SAMPATH, & MUNNA DHIMAN",,FUKREY
Ambivalent,Melody Note,,Ambivalent
"Ambivalent (From ""The Apothecary Diaries"") (En Español)",Iris ~Pamela Calvo~,,"Ambivalent (From ""The Apothecary Diaries"") (En Español)"
Ambran De Taare,Garry Sandhu,,Ambran De Taare
Amma Puchdi,Akanksha Bhandari,,Raahi
Ammi Wargiye Ni,Shree Brar,,Ammi Wargiye Ni
Ammo (feat. Sultaan),Jordan Sandhu,,ALPHA
Amnesia,SAY3AM,,Amnesia
Amnesia (Slowed),SAY3AM,,Amnesia
AMOR NA PRAIA,WOXAR,,AMOR NA PRAIA
Amor Na Praia,Flame Runner,,Amor Na Praia
AMOR NA PRAIA,NAPRIACE,,AMOR NA PRAIA
Amor Na Praia (Slowed to Perfection) (Reverb),Flame Runner,2:41,Amor Na Praia (Remixes)
Amor Na Praia (Slowed),Flame Runner,1:42,Amor Na Praia
Amor Na Praia (Super Slowed),Flame Runner,1:53,Amor Na Praia
AMOR NA PRAIA! (super slowed),DJ VOSGI,,AMOR NA PRAIA! (super slowed)
Amplifier,Imran Khan,,Unforgettable
An bang Ka it,Lenboi Touthang & Kuki Artiste,,An bang Ka it
an Effect of Fate,fripSide,,infinite Resonance
Anaadi,Seedhe Maut,,Nayaab
and I'm home -Original Master Version.- - And I'm Home -Original Master Version,Sayaka Miki (CV:Eri Kitamura),3:04,Puella Magi Madoka Magica Music Collection
Andaaz,Nirvair Pannu,,MAJESTIC
Andaaz e Karam,Madhur Sharma,,Andaaz e Karam
Andaaze,Khan Bhaini,,Andaaze
Andaz E Karam,ibrahim sulayman,,Andaz E Karam
Andaz E Karam,Tanveer ahmed,,Andaz E Karam
Andekhi Anjaani,"Lata Mangeshkar, Manna Dey, Sanam, Aishwarya Majmudar",,Mujhse Dosti Karoge
Andhera,Sushant,,Andhera
Andheron Mein,Taba Chake,,Khud Ko Miloon
Android,konoco,,Vivi≠de
Ang Nograi Kamani Swngsar O,Paithak Jamatia,,Ang Nograi Kamani Swngsar O
angel,Highvyn,,angel
ANGEL,keshi,,GABRIEL
Angel,Nishawn Bhullar,,HER
Angel (feat. Horace Andy),Massive Attack,,Mezzanine
ANGELS,Chase Atlantic,,PHASES
ANGOSTURA,keshi,,GABRIEL
Angreji Beat,Gippy Grewal,,International Villager
ANGST>LIEBE,Ellice,,ANGST>LIEBE
ANIMA,ReoNa,4:31,ANIMA (Special Edition)
ANIMA,ReoNa,,ANIMA
"ANIMA (""Sword Art Online Alicization"")",Richmond Tang,,Anime Songs #1
"ANIMA (From ""Sword Art Online: Alicization - War of Underworld Part 2"")",Steve Hansen,,"ANIMA (From ""Sword Art Online: Alicization - War of Underworld Part 2"")"
ANIMA (josh pan Remix) - SACRA BEATS Singles,ReoNa,,ANIMA (josh pan Remix) - SACRA BEATS Singles
ANIMA - From THE FIRST TAKE,ReoNa,,ANIMA - From THE FIRST TAKE
ANIMA -TV ver.- - ANIMA (TV version),ReoNa,,ANIMA (Special Edition)
Animals,Maroon 5,,V (Asia Tour Edition)
Anjaan (feat. Nabeel Akbar & Talhah Yunus),JANI,5:03,Anjaan
Anjani X,Ezu,,Anjani X
"Ankhain (Original Soundtrack From ""Kabli Pulao"")",Rahat Fateh Ali Khan,,"Ankhain (Original Soundtrack From ""Kabli Pulao"")"
Ankhiyan Daa Noor,Anusufi,,Ankhiyan Daa Noor
Anonymous,"Talwiinder, NDS & realboss",,Anonymous
Another Life,Lowx,,Another Life
Another Love (The Distance Remix) (feat. The Distance),Max Oazo,,Another Love (The Distance Remix)
Another Love (Tiësto Remix),Tom Odell,,Another Love (Tiësto Remix)
Answer,幾田りら,,Sketch
Antariksh,Anuv Jain,,Antariksh
Anthem,Jxggi,,Anthem
Antidote,Karan Aujla,3:07,Four Me
Anuv Jain Mashup,Akdas Hayat,,Anuv Jain Mashup
Anuvuti,Sahil Sanjan,,Anuvuti
Anything Goes!,Maki Oguro,,Anything Goes!
Anytime Anywhere,milet,,Anytime Anywhere
"Anytime Anywhere (From ""Frieren: Beyond Journey's End"") (English) (feat. Velo S)",Mewsic,,"Anytime Anywhere (From ""Frieren: Beyond Journey's End"") (English)"
Anyway,Cheema Y,,ANYWAY
"Ao no Sumika (From ""Jujutsu Kaisen"")",Anime Pro,,"Ao no Sumika (From ""Jujutsu Kaisen"")"
Ao to Natsu (feat. Harutya),kobasolo,,Collection ４
AOT X Skyfall,Farizki,,AOT X Skyfall
Apa Fer Milaange,Savi Kahlon,4:15,Apa Fer Milaange
Apa Fer Milaange (Lofi Version),Savi Kahlon,,Apa Fer Milaange (Lofi Version)
APA FER MILAANGE PART 2,Savi Kahlon,,APA FER MILAANGE PART 2
Apa Fer Milaangey,Savi Kahlon,,Apa Fer Milaangey
Apa Fer Milange (Remix) (feat. Onikmusic),Savi Kahlon,,Apa Fer Milange (Remix)
APAGA EL CEL,FloyyMenor,,APAGA EL CEL
APAGO TUDO! (Super Slowed),Codet,,APAGO TUDO!
Aphrodite,Arjan Dhillon,,A for Arjan 2
Apna Bana Le,Sachin-Jigar,,Monsoon Love Mix
"Apna Bana Le (From ""Bhediya"")",Arijit Singh,4:22,Apna Bana Le
Apogee,Amhexxa,2:41,
Apogee,skyfall beats,3:00,
Apogee,skyfall beats,3:01,
apogee (Slowed),skyfall beats,3:27,
APPELLE TA COPINE,GIMS,,APPELLE TA COPINE
Apsara,Prem Dhillon,,Unscripted
Apsara,Billa Sonipat Ala,,Apsara
Aqda,The Yellow Diary,,Aqda
aquarium (feat. Lil Cobaine & Idle Kid),GOON DES GARCONS*,3:29,
aquarium (feat. Lil Cobaine & Idle Kid),GOON DES GARCONS*,,the things i've seen
Aram Ata Hai Deedar Se Tere,Vertex Music,,Aram Ata Hai Deedar Se Tere
Arcade,Duncan Laurence,,Arcade (Sam Feldt Remix)
Arcade,Duncan Laurence,,Small Town Boy (Track By Track)
Arcade,Duncan Laurence,,Worlds On Fire
Arcana,Myuk,,Arcana
archangel,DJ Anemia,,archangel
archangel (Slowed),DJ Anemia,3:06,archangel (Slowed)
archangel (Ultra Slowed),DJ Anemia,,archangel (Ultra Slowed)
archangel 2,DJ Anemia,,archangel 2
archangel 2 (Slowed),DJ Anemia,,archangel 2 (Slowed)
Are You With Me,Lost Frequencies,,Armada - Amsterdam Dance Event 2014
Are You with Me (Christmas Mix),Lost Frequencies,,Are You with Me / Reality (Christmas Remixes)
Are You With Me (Kungs Extended Remix),Lost Frequencies,,Are You With Me (Remixes)
Are You With Me (Mixed) (Sebastien Remix),Lost Frequencies,,Hands On Armada (Mixed By Sebastien)
Arhe So Jhde,Cheema Y,,ANYWAY
Aria,Kalafina,,Seventh Heaven
Armed N Dangerous (Charlie Sloth Freestyle),Pop Smoke,,"Meet The Woo, Vol. 2"
Aroma,Sidhu Moose Wala,,Moosetape
Arrogant,AP Dhillon,,Arrogant
Art Deco,Lana Del Rey,,Honeymoon
Arz Kiya Hai | Coke Studio Bharat,Anuv Jain,4:55,Arz Kiya Hai | Coke Studio Bharat
Asaar,Bipul Chettri,3:50,
Asal G,Seedhe Maut,,Lunch Break
Asal Mein,Darshan Raval,,Asal Mein
Asante,Adelite Spencer,,Asante (Live) EP
"Asante Raila Odinga (feat. Kigoto, Happy C, Raw g & Ko kenya)",Kailo,,Asante Raila Odinga
ASEED,ZAQ,,ASEED
Ash,LiSA,,ASH
Ashes,Stellar,,Ashes
Ashiq Bande,Nirvair Pannu,,PRIME
Ashqon Ke Leke Dhaare,Attaullah Khan Esakhelvi,,Dil Tod Ke Hasti Ho Mera
Asi Gabru Punjabi,Amrinder Gill,,Judda
Asking (feat. Clementine Douglas),Sonny Fodera,,Asking
"Asla (""From Kaka Pardhan"")",Karan Randhawa,,"Asla (""From Kaka Pardhan"")"
Asla Tera Yaar Bhi Rakhe,R Maan,,Asla Tera Yaar Bhi Rakhe
asphyxia,Cö shu Nie,,asphyxia
Assi Sajna,Jasleen Royal,,Assi Sajna
ASTARR,Prem Dhillon,,4 Da Gang
Asterism,ChouCho,,Asterism
at least I mean something to you,Asal,,Missing Something
At Night,Upper90 & Baron Von Trax,,At Night EP
At Peace,Karan Aujla,,At Peace
Atak Gaya - Arijit Singh,Arijit Singh,,Badhaai Do (Original Motion Picture Soundtrack)
Athra Style,Sidhu Moosewala & Jenny Johal,,Yes I Am Student (Original Motion Picture Soundtrack)
Att Tera Yaar,Navv Inder,,Att Tera Yaar
Attach,Sidhu Moose Wala,,Attach
Attached (feat. Raaginder),Supreme Sidhu,,Break From LA
attack音D - Attack on D,SawanoHiroyuki[nZk],,"TV Anime ""Attack on Titan Season 2"" Original Soundtrack"
Attention,Charlie Puth,,Attention
Attraction,Sukha,3:04,Attraction
Attraction,Sukha,3:05,
Attt Karti,Jassi Gill,,Att Karti
Aukhay Painday,Sain Zahoor Ahmed,,"Ni Mein Kamli Aan, Vol. 6"
Auna Najeeka,Samir Shrestha,,Auna Najeeka
"Auqaat (feat. Talha Anjum, JJ47 & Talhah Yunus)",Jokhay,,Auqaat
Aur Kon Hoga ?,Supermanikk,,Mtv Hustle 2.0
Aur Mohabbat Kitni Karoon,Arijit Singh,,Metro ... In Dino (Side A)
Aura,Shubh,,Sicario
AURA (Slowed),Ogryzek,,AURA
AURA FUNK 2.0,OBL1VX,,AURA FUNK 2.0
AURA of GLORY (Slowed),Ogryzek,,AURA of GLORY
Aurora,AntXres,,Aurora
Aurora,Eir Aoi,,Blau
Authentic symphony,ChouCho,,Authentic symphony
Automotivo da Turbulencia (ULTRA SLOWED),MC OLIVER,,Automotivo da Turbulencia (ULTRA SLOWED)
AUTOMOTIVO TOMA CAVUCADA (SLOWED),DJ RICK 013,,AUTOMOTIVO TOMA CAVUCADA (SLOWED)
AVANGARD (Mega Slowed + Reverb),LONOWN,,AVANGARD
AVANGARD (Slowed + Reverb),LONOWN,,AVANGARD
AVANGARD (Ultra Slowed + Reverb),LONOWN,4:22,AVANGARD
Aven Rusya Na Ker,Naseebo Lal,,Punjabi Geeta Di Mallika
Avid (feat. mizuki),SawanoHiroyuki[nZk],,V
Avoid,Cheema Y,,Young G.O.A.T
AVOID ME (Slowed + Reverb),KUTE,,AVOID ME (Slowed + Reverb)
AWAARA,ALTAMASH FARIDI,5:13,ALONE
Awadh Dulare,Rajeev Aacharya,,Awadh Dulare
Awari,Adnan Dhool,,Ek Villain
Awasane Liyauna Kandulakin Mahesha Sandamali,Maduu Shanka,,Awasane Liyauna Kandulakin Mahesha Sandamali
AWAY,CYREX,,AWAY
Away,Cheema Y,,Young G.O.A.T
AY BONITA,Martinwhite,,AY BONITA
Ay Hairathe,A.R. Rahman,,Best of Me: Hariharan
AY QUE RICO CHAKAL,Dj Monst3r5,,GOGUEO VOL. 2
Aye Aye Aye,Hiphop Tamizha,,Aambala (Original Motion Picture Soundtrack)
Aye Khuda,Mithoon,,Murder 2
Aye Zindagi Gale Lagaa Le (Refresh Version),Abhay Jodhpurkar,3:39,Aye Zindagi Gale Lagaa Le (Refresh Version)
Ayee,Harnoor,,Ayee
Ayna (Lofi Remix),Tanveer Evan,,Ayna (Lofi Remix)
Azaad Hai,Rishi Roy,,Azaad Hai
Azad Flow,RP Singh,,Azad Flow
Azad Flow (Patla Sa Chora) (Lo-Fi),RP Singh,3:13,
Azad Flow (Patla Sa Chora) (Lo-Fi),RP Singh,,Azad Flow (Patla Sa Chora) (Lo-Fi)
Azalea,nano.RIPE,,Azalea
Aziyat,Pratsofficial,,Aziyat
Aziyat 2.0 (Reprise Version),Pratsofficial,,Aziyat 2.0 (Reprise Version)
Azmaish,JANI,,Azmaish
AZUL,Guru Randhawa,2:19,AZUL
Azul,Prince Guru,,Azul
Ba Wrong,Inkos'yamagcokama,,Ba Wrong
Baadal,Twin Strings,,Baadal
Baadal,Sanjith Hegde,,Baadal
Baadal (Chill Mix),Twin Strings,,Baadal (Chill Mix)
Baajan Waaleya,Pavitar Lassoi,,Baajan Waaleya
Baalam,Khwaab,,Baalam
Baapu,Sidhu Moose Wala,,Snitches Get Stitches
Baari Baari,Armaan Malik,,Baari Baari
Baarish Ban Jaana,Payal Dev,,Baarish Ban Jaana
Baarish da Mausam,Talwiinder,,Baarish da Mausam
Baarish Ka Asar,Twin Strings,,Baarish Ka Asar
Baarish Mein Phir,Saahel,,Baarish Mein Phir
Baarish Mein Tum,Neha Kakkar,,Baarish Mein Tum
Baarishein,Anuv Jain,3:28,Baarishein
Baarishein,Anuv Jain,3:28,Baarishein
Baarishein (Acoustic),Anuv Jain,,Baarishein (Acoustic)
Baarishon Mein,Darshan Raval,,Baarishon Mein
"Baat (Han Mohabbat Par) [Extended] [From ""Meem Se Mohabbat""]",Asim Azhar,,"Baat (Han Mohabbat Par) [Extended] [From ""Meem Se Mohabbat""]"
Baat Itni Si Hai (Unplugged),Twin Strings,,Baat Itni Si Hai (Unplugged)
Baatein,Mitraz,,Zehen
Baatein Karo,Vayu,,Baatein Karo
Baatein Kuch Ankahee,Pritam,,Life In A Metro (Original Motion Picture Soundtrack)
Baatein Ye Kabhi Na (Female),Jeet Gannguli,,Khamoshiyan (Original Motion Picture Soundtrack)
Baatein Ye Kabhi Na (Male),Jeet Gannguli,,Khamoshiyan (Original Motion Picture Soundtrack)
Baaton Ko Teri,Arijit Singh,,All Is Well
BAAWE,"Raftaar, Badshah, & HITEN",,HARD DRIVE Vol. 2
Baawra,Kushagra,,Baawra
BAAZ (feat. Jokhay),JJ47,,BAAZ
Baazi,Supreme Sidhu & Talwiinder,,Baazi
Baazigar O Baazigar,Kumar Sanu,,Baazigar (Original Motion Picture Soundtrack)
BABA (Toma Tussi),Russ Millions,,BABA (Toma Tussi)
Baba Bhole,Devender Ahlawat,,Baba Bhole
Baba Ji (feat. Sapna Choudhary),Vishu Puthi,,Baba Ji
Baba Oyee (feat. The Cluster),Sammy Dee,,Baba Oyee
Babel Slowed Trap,marianacanabi,,Babel Slowed Trap
Baby,Cannons,,Shadows
Baby,Emiway Bantai,,Baby
Baby,UJAN SHAKYA,,Baby
Baby,Dhanda Nyoliwala,,Baby
Baby,Gurj Sidhu,,Baby
Baby Came Home 2 / Valentines,The Neighbourhood,,Wiped Out!
BABYDOLL,Ari Abdul,,BABYDOLL
Bachalo,Akhil,,Bachalo
BACHI BACHI (Slowed + Reverb),MORAXKILL,,BACHI BACHI (Slowed + Reverb)
Bachi Naag Di,Cheema Y,,ANYWAY
Bachke,Kulwinder Sohi,2:33,Bachke
Bachke Bachke (feat. Yarah),Karan Aujla,,Making Memories
Bachke Bachke (Unplugged),Karan Aujla,,Making Memories (Unplugged)
Back In Black,AC/DC,,Back In Black
Back in Black,Sershen&Zaritskaya,,Back in Black
"Back In Black (Live at River Plate Stadium, Buenos Aires, Argentina - December 2009)",AC/DC,,Live at River Plate
Back In Black (Official 4K Video),AC/DC,4:14,
Back on Tour,Connor Price,,Back on Tour
back to friends,sombr,,I Barely Know Her
Backbite,Dhanda Nyoliwala,,Backbite
BACKBONE,Chase & Status,,BACKBONE
Backbone,Harrdy Sandhu,,Backbone
Backseat,Russ Millions,,Backseat
Backseat,Southstar,2:50,Backseat Tape
bad,wave to earth,,0.1 flaws and all.
Bad boy,Marwa Loud,,Loud
Bad Dream,Cannons,,Bad Dream
Bad Liar,Imagine Dragons,,Origins
Bad Reputation (feat. Joe Janiak),Avicii,,TIM
Bad Tattoo,Cannons,,Bad Tattoo
BADA,Karma,,BADA
Bada Naam Karenge,"Anurag Saikia, Nakul Chugh, & JUNO",,Bada Naam Karenge (Original Series Soundtrack)
Badan Pe Sitare,Sanam,,Badan Pe Sitare
"Badass (From ""Leo"")",Anirudh Ravichander,,"Badass (From ""Leo"")"
BADBOY,Rocky verma,,BADBOY
BADBOY (feat. Gurlez Akhtar),Prem Dhillon,,4 Da Gang
Baddest Majhail,Sardar Khehra,,Baddest Majhail
BADDIE,Sharn,,BADDIE
Bade Achhe Lagte Hai - Reprise,Santanu Dey Sarkar,,Saregama Open Stage Vol-38
Bade Achhe Lagte Hain,Amit Kumar,,Balika Badhu
Bade Achhe Lagte Hain,Deepshikha Raina,,Bade Achhe Lagte Hain
Bade Din Huye,Armaan Malik,,Love In Vietnam
Badfella,Sidhu Moose Wala,,Pbx 1
Badli Badli Laage,Ruchika Jangid Feat Sonu Sharma,,Badli Badli Laage
Badmashi,Sk Pingli,,Badmashi
Badmashi,Prem Dhillon,,Badmashi
Badmashi,Sidhu Moose Wala,,Badmashi
"Badnaam (From ""Badnaam"") (Original Motion Picture Soundtrack)",Varinder Brar,,"Badnaam (From ""Badnaam"") (Original Motion Picture Soundtrack)"
"Badnaamiyan (From ""Hate Story Iv"")",Armaan Malik,,"Badnaamiyan (From ""Hate Story Iv"")"
Badnam,Mankirt Aulakh,,Badnam
Badnam Gaam,Amanraj Gill & Komal Chaudhary,,Badnam Gaam
Badnam Gabru (Lofi Mix),Masoom Sharma,,Badnam Gabru (Lofi Mix)
Badshah,Emiway Bantai,,Badshah
Bahara,Vishal-Shekhar,,I Hate Luv Storys (Original Motion Picture Soundtrack)
Bahut Jatate Ho Pyar,Alka Yagnik,,Aadmi Khilona Hai (Original Motion Picture Soundtrack)
"Bahut Nede (From ""Annhi Dea Mazaak Ae"")",Amrinder Gill,3:09,"Bahut Nede (From ""Annhi Dea Mazaak Ae"")"
Bai Bai,Arjan Dhillon,,Bai Bai
BAIL OUT,Sabi Bhinder,,BAIL OUT
Bailadila | Jaadoo Bastar,"Kaashinath Samanth 'Bastariya', Alok Ranjan Srivastava, & Daira",5:38,
Bairaagi,DEVEL,,Bairaagi
Bairiya,Arijit Singh,,Bairiya
Baisara Beera,Papon,7:03,Coke Studio @ MTV Season 3: Episode 5
Baithe Baithe,Dikshant,,T-Series Listed
Bakhuda Tumhi Ho,Pritam,4:53,Kismat Konnection (Original Motion Picture Soundtrack)
Bakhuda Tumhi Ho (Remix),Pritam,,Kismat Konnection (Original Motion Picture Soundtrack)
BALALAIKA,9Lana,,BALALAIKA
Balance ton quoi,Angèle,,Brol
Balenci,Shubh,,Balenci
BALIWA,Da Agent Official,,BALIWA
Baliye,Noor Mohammad,,Baliye
Baliye Re,Sachet Tandon,,"Baliye Re (From ""Jersey"")"
Balkan Funk!,MVSTERIOUS,,Balkan Funk!
Balkan Girl,Dhanda Nyoliwala,,Balkan Girl
Baller,Shubh,,Baller
BALLER X Brown Munde X Dogger,Shubh,,Reverberate Vol 2
Ballon D'or (Rock Remix Slowed),Melly Mike,,Selfish Nightmares 2 (Slowed)
Ballon D'or (Slowed),Melly Mike,,Selfish Nightmares (slowed)
Ban,Diljit Dosanjh,,AURA
"Ban Ja Rani (From ""Tumhari Sulu"")",Guru Randhawa,,"Ban Ja Rani (From ""Tumhari Sulu"")"
Bana Hi Nahi Tha,Dino James,,Bana Hi Nahi Tha
Band Akhian,Coachsahb,,Echoes
Band Darvaze,Amrinder Gill,,Judaa 3 Chapter 1
Banda Bamb,Jordan Sandhu,2:55,FYI (For Your Information)
Bandama Therei Ban,Gajindu Fonseka,,Bandama Therei Ban
Bandana,Shubh,,Bandana
Bande 4,Watan Sahi,3:05,Bande 4
"Bandeya (From ""Dil Juunglee"") (feat. Arijit Singh)",Toshi Sabri,,"Bandeya (From ""Dil Juunglee"")"
"Bandhan (From ""Vanvaas"")",Mithoon,,"Bandhan (From ""Vanvaas"")"
"Bandish (feat. Shareh, Talha Anjum & Talhah Yunus)",Jokhay,,Bandish
Bandook 2,Narender Bhagana,,Bandook 2
Banger,RP Singh,,Banger
Bangladeshi Phonk,Mashuq Haque,2:50,
Banjaara,Mohammed Irfan,,Ek Villain
Banjara (feat. Mooralala Marwada),Maati Baani,4:59,
"Banjarapun (Original Soundtrack from ""Jinn Ki Shadi Unki Shadi"")",Natasha Baig,,"Banjarapun (Original Soundtrack from ""Jinn Ki Shadi Unki Shadi"")"
BANJO BOUNCE,Raftaar,,HARD DRIVE Vol. 2
BANKAI,DXNT L13,1:56,BANKAI
BANKAI,DXNT L13,,"PHONK FROM HELL, Pt. 1"
BANKAI (Slowed & Reverb),DXNT L13,,BANKAI (Slowed & Reverb)
BANKAI (Sped Up),DXNT L13,,BANKAI (Sped Up)
BANKAI (Super Slowed & Reverb),DXNT L13,,"SUPER SLOWED COLLECTION, Vol. 1"
Bankai 2,DXNT L13,,Bankai 2
BANKAI MINAZUKI (PHONK),Icykiddo,,BANKAI MINAZUKI (PHONK)
Banlieusards,Kery James,,À l'ombre du show business
BANSHEE,FloyyMenor,,BANSHEE
Bansuri,"Sammohit, Mahlan Wala 59, & MC Altaf",,SATTAR
Bapu Flex,Himmat Sandhu,,Big Picture
Bapu Zimidar,Jassi Gill,,Replay
"BARAFINDA (feat. Icenova, Bushali, B-Threy & Angell Mutoni)",+250,,BARAFINDA
Barbaad (Movie: Saiyaara),Jubin Nautiyal,5:58,SAIYAARA
Barbaad - Acoustic (Female Version),Shilpa Rao,,SAIYAARA
Barbaad Reprise - Female (Movie: Saiyaara),Shilpa Rao,,SAIYAARA
Barbadio Se Rista Mere Jod Ke Na Ja,Dilshad Zakhmi,,Barbadio Se Rista Mere Jod Ke Na Ja
Barcelona,Alan Walker,,Walkerworld 2.0
Barcelona (CARSTN Remix),Alan Walker,,Barcelona (Remixes)
Barkha,Arijit Singh,,Barkha
Barota,Sidhu Moose Wala,4:04,Barota
Barqatein,Mitraz,,Neendein
Bars,Shubh,3:05,Sicario
Barsaat Hai,"Kunaal Vermaa, Aryam, & Wasif Ahmad",,Barsaat Hai
"Barsaat Ke Din Aaye (From ""Barsaat"")",Kumar Sanu,,"Barsaat Ke Din Aaye (From ""Barsaat"")"
Barsaat Ki Dhun,Jubin Nautiyal,,Barsaat Ki Dhun
BARSAI BADARIA MUSIC VIDEO | SONA MOHAPATRA | RAM SAMPATH | JAY PARIKH | OMGROWN MUSIC,Sona Mohapatra,3:59,
Barse/Naina,Rumii,,Barse/Naina
"Bas Ek Dhadak (From ""Dhadak 2"")",Shreya Ghoshal,,"Bas Ek Dhadak (From ""Dhadak 2"")"
Bas Ek Kinng,Pritam,,Singh Is Kinng
Bas Ek Pal,K.K.,,Bas Ek Pal (Original Motion Picture Soundtrack)
Bas Naam Tera,Othoms,,Bas Naam Tera
Bas Tera,Rito Riba,,Bas Tera
"Bas Tera Pyaar Hai (From ""Deva"")",Vishal Mishra,,"Bas Tera Pyaar Hai (From ""Deva"")"
BAS TU,ROSHAN PRINCE,,BAS TU
Bas Tumse Milne Ki Der Thi (Prakhar),PrakharlikhtehaiN,,Bas Tumse Milne Ki Der Thi (Prakhar)
Basera,JANI,,Basera
Bass Balliye,Gurj Sidhu,,Bass Balliye
BASSKILLER,Gonzi,,BASSKILLER
Bastarhin Bala,Hiresh Sinha,,Bastarhin Bala
Batana Na,Zack Knight,,REBORN
Batore Hekhote,Zubeen Garg,,Batore Hekhote
Batti (feat. Ab 17),Seedhe Maut,,Nayaab
BAURSAK!,qaraqshy,,BAURSAK!
Bavra Mann,Swanand Kirkire,,Hazaaron Khwaishein Aisi (Original Motion Picture Soundtrack)
BAWAL,DhiruMonchik,,BAWAL
Bawara Mann,Jubin Nautiyal,,Jolly LL.B 2
"Bawaria (From ""Dhadak 2"")",Jubin Nautiyal,,"Bawaria (From ""Dhadak 2"")"
BAWE MAIN CHECK,King,,BAWE MAIN CHECK
Bayerische Motoren Werke,LXTINKXN,,Bayerische Motoren Werke
Be Crazy For Me,EIKO starring kuroneko,4:50,PARIPI KOUMEI VOCAL COLLECTION MEGAMORI!!
Be Intehaan,Pritam,,Race 2 (Original Motion Picture Soundtrack)
Be Mine,Talwiinder,,Be Mine
Be Mine,Shubh,,Be Mine
Be the One,Dua Lipa,,Dua Lipa (Deluxe)
BE TOUGH - Slowed,GLXXMSTRIDER,,BE TOUGH
BE TOUGH - Slowed++,GLXXMSTRIDER,,BE TOUGH
Beat Pe Haley,Addy Nagar,,Beat Pe Haley
Beautiful,Akhil,,Beautiful
Beautiful (feat. Colby O'Donis & Kardinal Offishall),Akon,,Freedom
